REF_DATE,GEO,DGUID,Age group,Sex,Indicators,Characteristics,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2017,Prince Edward Island,2016A000211,35 to 49 years,Males,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110795918,3.4.2.1.4,69,,,,1
2018,Prince Edward Island,2016A000211,35 to 49 years,Males,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110795918,3.4.2.1.4,59.6,,,,1
2019,Prince Edward Island,2016A000211,35 to 49 years,Males,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110795918,3.4.2.1.4,70.8,,,,1
2020,Prince Edward Island,2016A000211,35 to 49 years,Males,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110795918,3.4.2.1.4,72,,,,1
2021,Prince Edward Island,2016A000211,35 to 49 years,Males,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110795918,3.4.2.1.4,65.6,,,,1
2015,Prince Edward Island,2016A000211,35 to 49 years,Females,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110796100,3.4.3.1.4,67.8,,,,1
2016,Prince Edward Island,2016A000211,35 to 49 years,Females,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110796100,3.4.3.1.4,70.6,,,,1
2017,Prince Edward Island,2016A000211,35 to 49 years,Females,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110796100,3.4.3.1.4,78.8,,,,1
2018,Prince Edward Island,2016A000211,35 to 49 years,Females,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110796100,3.4.3.1.4,69.8,,,,1
2019,Prince Edward Island,2016A000211,35 to 49 years,Females,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110796100,3.4.3.1.4,67.9,,,,1
2020,Prince Edward Island,2016A000211,35 to 49 years,Females,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110796100,3.4.3.1.4,57.8,E,,,1
2021,Prince Edward Island,2016A000211,35 to 49 years,Females,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110796100,3.4.3.1.4,48,,,,1
2015,Prince Edward Island,2016A000211,50 to 64 years,Both sexes,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110796282,3.5.1.1.4,52,,,,1
2016,Prince Edward Island,2016A000211,50 to 64 years,Both sexes,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110796282,3.5.1.1.4,54,,,,1
2017,Prince Edward Island,2016A000211,50 to 64 years,Both sexes,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110796282,3.5.1.1.4,56.5,,,,1
2018,Prince Edward Island,2016A000211,50 to 64 years,Both sexes,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110796282,3.5.1.1.4,60.1,,,,1
2019,Prince Edward Island,2016A000211,50 to 64 years,Both sexes,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110796282,3.5.1.1.4,51.9,,,,1
2020,Prince Edward Island,2016A000211,50 to 64 years,Both sexes,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110796282,3.5.1.1.4,53,,,,1
2021,Prince Edward Island,2016A000211,50 to 64 years,Both sexes,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110796282,3.5.1.1.4,53.5,,,,1
2015,Prince Edward Island,2016A000211,50 to 64 years,Males,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110796464,3.5.2.1.4,42.7,,,,1
2016,Prince Edward Island,2016A000211,50 to 64 years,Males,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110796464,3.5.2.1.4,50.5,,,,1
2017,Prince Edward Island,2016A000211,50 to 64 years,Males,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110796464,3.5.2.1.4,55.7,,,,1
2018,Prince Edward Island,2016A000211,50 to 64 years,Males,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110796464,3.5.2.1.4,65.4,,,,1
2019,Prince Edward Island,2016A000211,50 to 64 years,Males,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110796464,3.5.2.1.4,50.6,,,,1
2020,Prince Edward Island,2016A000211,50 to 64 years,Males,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110796464,3.5.2.1.4,49.3,E,,,1
2021,Prince Edward Island,2016A000211,50 to 64 years,Males,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110796464,3.5.2.1.4,48.2,,,,1
2015,Prince Edward Island,2016A000211,50 to 64 years,Females,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110796646,3.5.3.1.4,60.8,,,,1
2016,Prince Edward Island,2016A000211,50 to 64 years,Females,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110796646,3.5.3.1.4,57.3,,,,1
2017,Prince Edward Island,2016A000211,50 to 64 years,Females,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110796646,3.5.3.1.4,57.3,,,,1
2018,Prince Edward Island,2016A000211,50 to 64 years,Females,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110796646,3.5.3.1.4,55.1,,,,1
2019,Prince Edward Island,2016A000211,50 to 64 years,Females,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110796646,3.5.3.1.4,53.2,,,,1
2020,Prince Edward Island,2016A000211,50 to 64 years,Females,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110796646,3.5.3.1.4,56.5,,,,1
2021,Prince Edward Island,2016A000211,50 to 64 years,Females,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110796646,3.5.3.1.4,58.5,,,,1
2015,Prince Edward Island,2016A000211,65 years and over,Both sexes,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110796828,3.6.1.1.4,51.8,,,,1
2016,Prince Edward Island,2016A000211,65 years and over,Both sexes,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110796828,3.6.1.1.4,59.6,,,,1
2017,Prince Edward Island,2016A000211,65 years and over,Both sexes,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110796828,3.6.1.1.4,50.3,,,,1
2018,Prince Edward Island,2016A000211,65 years and over,Both sexes,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110796828,3.6.1.1.4,51.5,,,,1
2019,Prince Edward Island,2016A000211,65 years and over,Both sexes,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110796828,3.6.1.1.4,49.2,,,,1
2020,Prince Edward Island,2016A000211,65 years and over,Both sexes,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110796828,3.6.1.1.4,55.1,,,,1
2021,Prince Edward Island,2016A000211,65 years and over,Both sexes,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110796828,3.6.1.1.4,45.8,,,,1
2015,Prince Edward Island,2016A000211,65 years and over,Males,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110797010,3.6.2.1.4,46,,,,1
2016,Prince Edward Island,2016A000211,65 years and over,Males,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110797010,3.6.2.1.4,50,,,,1
2017,Prince Edward Island,2016A000211,65 years and over,Males,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110797010,3.6.2.1.4,49.9,,,,1
2018,Prince Edward Island,2016A000211,65 years and over,Males,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110797010,3.6.2.1.4,50.9,,,,1
2019,Prince Edward Island,2016A000211,65 years and over,Males,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110797010,3.6.2.1.4,45.8,,,,1
2020,Prince Edward Island,2016A000211,65 years and over,Males,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110797010,3.6.2.1.4,55,,,,1
2021,Prince Edward Island,2016A000211,65 years and over,Males,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110797010,3.6.2.1.4,45.5,,,,1
2015,Prince Edward Island,2016A000211,65 years and over,Females,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110797192,3.6.3.1.4,56.9,,,,1
2016,Prince Edward Island,2016A000211,65 years and over,Females,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110797192,3.6.3.1.4,68,,,,1
2017,Prince Edward Island,2016A000211,65 years and over,Females,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110797192,3.6.3.1.4,50.7,,,,1
2018,Prince Edward Island,2016A000211,65 years and over,Females,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110797192,3.6.3.1.4,52,,,,1
2019,Prince Edward Island,2016A000211,65 years and over,Females,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110797192,3.6.3.1.4,52.1,,,,1
2020,Prince Edward Island,2016A000211,65 years and over,Females,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110797192,3.6.3.1.4,55.3,,,,1
2021,Prince Edward Island,2016A000211,65 years and over,Females,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110797192,3.6.3.1.4,46,,,,1
2015,Nova Scotia,2016A000212,"Total, 12 years and over",Both sexes,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110797374,4.1.1.1.4,59.4,,,,1
2016,Nova Scotia,2016A000212,"Total, 12 years and over",Both sexes,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110797374,4.1.1.1.4,59.2,,,,1
2017,Nova Scotia,2016A000212,"Total, 12 years and over",Both sexes,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110797374,4.1.1.1.4,60.6,,,,1
2018,Nova Scotia,2016A000212,"Total, 12 years and over",Both sexes,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110797374,4.1.1.1.4,57.6,,,,1
2019,Nova Scotia,2016A000212,"Total, 12 years and over",Both sexes,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110797374,4.1.1.1.4,55.8,,,,1
2020,Nova Scotia,2016A000212,"Total, 12 years and over",Both sexes,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110797374,4.1.1.1.4,61.7,,,,1
2021,Nova Scotia,2016A000212,"Total, 12 years and over",Both sexes,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110797374,4.1.1.1.4,58.2,,,,1
2015,Nova Scotia,2016A000212,"Total, 12 years and over",Males,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110797556,4.1.2.1.4,56.4,,,,1
2016,Nova Scotia,2016A000212,"Total, 12 years and over",Males,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110797556,4.1.2.1.4,56.9,,,,1
2017,Nova Scotia,2016A000212,"Total, 12 years and over",Males,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110797556,4.1.2.1.4,58.6,,,,1
2018,Nova Scotia,2016A000212,"Total, 12 years and over",Males,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110797556,4.1.2.1.4,58.3,,,,1
2019,Nova Scotia,2016A000212,"Total, 12 years and over",Males,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110797556,4.1.2.1.4,58,,,,1
2020,Nova Scotia,2016A000212,"Total, 12 years and over",Males,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110797556,4.1.2.1.4,62.4,,,,1
2021,Nova Scotia,2016A000212,"Total, 12 years and over",Males,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110797556,4.1.2.1.4,58.2,,,,1
2015,Nova Scotia,2016A000212,"Total, 12 years and over",Females,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110797738,4.1.3.1.4,62.2,,,,1
2016,Nova Scotia,2016A000212,"Total, 12 years and over",Females,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110797738,4.1.3.1.4,61.5,,,,1
2017,Nova Scotia,2016A000212,"Total, 12 years and over",Females,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110797738,4.1.3.1.4,62.5,,,,1
2018,Nova Scotia,2016A000212,"Total, 12 years and over",Females,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110797738,4.1.3.1.4,56.9,,,,1
2019,Nova Scotia,2016A000212,"Total, 12 years and over",Females,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110797738,4.1.3.1.4,53.6,,,,1
2020,Nova Scotia,2016A000212,"Total, 12 years and over",Females,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110797738,4.1.3.1.4,61,,,,1
2021,Nova Scotia,2016A000212,"Total, 12 years and over",Females,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110797738,4.1.3.1.4,58.3,,,,1
2015,Nova Scotia,2016A000212,12 to 17 years,Both sexes,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110797920,4.2.1.1.4,79.5,,,,1
2016,Nova Scotia,2016A000212,12 to 17 years,Both sexes,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110797920,4.2.1.1.4,75.2,,,,1
2017,Nova Scotia,2016A000212,12 to 17 years,Both sexes,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110797920,4.2.1.1.4,78.4,,,,1
2018,Nova Scotia,2016A000212,12 to 17 years,Both sexes,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110797920,4.2.1.1.4,68,,,,1
2019,Nova Scotia,2016A000212,12 to 17 years,Both sexes,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110797920,4.2.1.1.4,73.8,,,,1
2020,Nova Scotia,2016A000212,12 to 17 years,Both sexes,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110797920,4.2.1.1.4,77.6,,,,1
2021,Nova Scotia,2016A000212,12 to 17 years,Both sexes,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110797920,4.2.1.1.4,67.6,,,,1
2015,Nova Scotia,2016A000212,12 to 17 years,Males,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110798102,4.2.2.1.4,76.5,,,,1
2016,Nova Scotia,2016A000212,12 to 17 years,Males,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110798102,4.2.2.1.4,73,,,,1
2017,Nova Scotia,2016A000212,12 to 17 years,Males,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110798102,4.2.2.1.4,82.3,,,,1
2018,Nova Scotia,2016A000212,12 to 17 years,Males,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110798102,4.2.2.1.4,72.4,,,,1
2019,Nova Scotia,2016A000212,12 to 17 years,Males,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110798102,4.2.2.1.4,70.5,,,,1
2020,Nova Scotia,2016A000212,12 to 17 years,Males,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110798102,4.2.2.1.4,84,,,,1
2021,Nova Scotia,2016A000212,12 to 17 years,Males,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110798102,4.2.2.1.4,66.2,,,,1
2015,Nova Scotia,2016A000212,12 to 17 years,Females,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110798284,4.2.3.1.4,82.6,,,,1
2016,Nova Scotia,2016A000212,12 to 17 years,Females,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110798284,4.2.3.1.4,77.5,,,,1
2017,Nova Scotia,2016A000212,12 to 17 years,Females,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110798284,4.2.3.1.4,74.3,,,,1
2018,Nova Scotia,2016A000212,12 to 17 years,Females,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110798284,4.2.3.1.4,63.3,,,,1
2019,Nova Scotia,2016A000212,12 to 17 years,Females,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110798284,4.2.3.1.4,77.3,,,,1
2020,Nova Scotia,2016A000212,12 to 17 years,Females,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110798284,4.2.3.1.4,70.8,,,,1
2021,Nova Scotia,2016A000212,12 to 17 years,Females,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110798284,4.2.3.1.4,68.9,,,,1
2015,Nova Scotia,2016A000212,18 to 34 years,Both sexes,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110798466,4.3.1.1.4,66.4,,,,1
2016,Nova Scotia,2016A000212,18 to 34 years,Both sexes,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110798466,4.3.1.1.4,65.2,,,,1
2017,Nova Scotia,2016A000212,18 to 34 years,Both sexes,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110798466,4.3.1.1.4,72.6,,,,1
2018,Nova Scotia,2016A000212,18 to 34 years,Both sexes,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110798466,4.3.1.1.4,63.2,,,,1
2019,Nova Scotia,2016A000212,18 to 34 years,Both sexes,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110798466,4.3.1.1.4,60,,,,1
2020,Nova Scotia,2016A000212,18 to 34 years,Both sexes,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110798466,4.3.1.1.4,74.7,,,,1
2021,Nova Scotia,2016A000212,18 to 34 years,Both sexes,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110798466,4.3.1.1.4,71.6,,,,1
2015,Nova Scotia,2016A000212,18 to 34 years,Males,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110798648,4.3.2.1.4,63.3,,,,1
2016,Nova Scotia,2016A000212,18 to 34 years,Males,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110798648,4.3.2.1.4,64.9,,,,1
2017,Nova Scotia,2016A000212,18 to 34 years,Males,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110798648,4.3.2.1.4,72.5,,,,1
2018,Nova Scotia,2016A000212,18 to 34 years,Males,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110798648,4.3.2.1.4,62.7,,,,1
2019,Nova Scotia,2016A000212,18 to 34 years,Males,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110798648,4.3.2.1.4,65.8,,,,1
2020,Nova Scotia,2016A000212,18 to 34 years,Males,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110798648,4.3.2.1.4,72.6,,,,1
2021,Nova Scotia,2016A000212,18 to 34 years,Males,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110798648,4.3.2.1.4,70.5,,,,1
2015,Nova Scotia,2016A000212,18 to 34 years,Females,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110798830,4.3.3.1.4,69.4,,,,1
2016,Nova Scotia,2016A000212,18 to 34 years,Females,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110798830,4.3.3.1.4,65.6,,,,1
2017,Nova Scotia,2016A000212,18 to 34 years,Females,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110798830,4.3.3.1.4,72.7,,,,1
2018,Nova Scotia,2016A000212,18 to 34 years,Females,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110798830,4.3.3.1.4,63.7,,,,1
2019,Nova Scotia,2016A000212,18 to 34 years,Females,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110798830,4.3.3.1.4,54.2,,,,1
2020,Nova Scotia,2016A000212,18 to 34 years,Females,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110798830,4.3.3.1.4,76.9,,,,1
2021,Nova Scotia,2016A000212,18 to 34 years,Females,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110798830,4.3.3.1.4,72.7,,,,1
2015,Nova Scotia,2016A000212,35 to 49 years,Both sexes,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110799012,4.4.1.1.4,64.3,,,,1
2016,Nova Scotia,2016A000212,35 to 49 years,Both sexes,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110799012,4.4.1.1.4,67.1,,,,1
2017,Nova Scotia,2016A000212,35 to 49 years,Both sexes,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110799012,4.4.1.1.4,64.1,,,,1
2018,Nova Scotia,2016A000212,35 to 49 years,Both sexes,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110799012,4.4.1.1.4,65.2,,,,1
2019,Nova Scotia,2016A000212,35 to 49 years,Both sexes,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110799012,4.4.1.1.4,58.1,,,,1
2020,Nova Scotia,2016A000212,35 to 49 years,Both sexes,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110799012,4.4.1.1.4,67.2,,,,1
2021,Nova Scotia,2016A000212,35 to 49 years,Both sexes,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110799012,4.4.1.1.4,66.8,,,,1
2015,Nova Scotia,2016A000212,35 to 49 years,Males,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110799194,4.4.2.1.4,66.1,,,,1
2016,Nova Scotia,2016A000212,35 to 49 years,Males,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110799194,4.4.2.1.4,63.7,,,,1
2017,Nova Scotia,2016A000212,35 to 49 years,Males,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110799194,4.4.2.1.4,63.5,,,,1
2018,Nova Scotia,2016A000212,35 to 49 years,Males,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110799194,4.4.2.1.4,66.3,,,,1
2019,Nova Scotia,2016A000212,35 to 49 years,Males,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110799194,4.4.2.1.4,61.9,,,,1
2020,Nova Scotia,2016A000212,35 to 49 years,Males,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110799194,4.4.2.1.4,74.5,,,,1
2021,Nova Scotia,2016A000212,35 to 49 years,Males,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110799194,4.4.2.1.4,69.9,,,,1
2015,Nova Scotia,2016A000212,35 to 49 years,Females,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110799376,4.4.3.1.4,62.5,,,,1
2016,Nova Scotia,2016A000212,35 to 49 years,Females,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110799376,4.4.3.1.4,70.2,,,,1
2017,Nova Scotia,2016A000212,35 to 49 years,Females,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110799376,4.4.3.1.4,64.7,,,,1
2018,Nova Scotia,2016A000212,35 to 49 years,Females,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110799376,4.4.3.1.4,64.1,,,,1
2019,Nova Scotia,2016A000212,35 to 49 years,Females,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110799376,4.4.3.1.4,54.6,,,,1
2020,Nova Scotia,2016A000212,35 to 49 years,Females,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110799376,4.4.3.1.4,60.8,,,,1
2021,Nova Scotia,2016A000212,35 to 49 years,Females,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110799376,4.4.3.1.4,64,,,,1
2015,Nova Scotia,2016A000212,50 to 64 years,Both sexes,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110799558,4.5.1.1.4,53.9,,,,1
2016,Nova Scotia,2016A000212,50 to 64 years,Both sexes,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110799558,4.5.1.1.4,54.5,,,,1
2017,Nova Scotia,2016A000212,50 to 64 years,Both sexes,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110799558,4.5.1.1.4,54.2,,,,1
2018,Nova Scotia,2016A000212,50 to 64 years,Both sexes,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110799558,4.5.1.1.4,54.1,,,,1
2019,Nova Scotia,2016A000212,50 to 64 years,Both sexes,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110799558,4.5.1.1.4,54,,,,1
2020,Nova Scotia,2016A000212,50 to 64 years,Both sexes,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110799558,4.5.1.1.4,51.5,,,,1
2021,Nova Scotia,2016A000212,50 to 64 years,Both sexes,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110799558,4.5.1.1.4,50,,,,1
2015,Nova Scotia,2016A000212,50 to 64 years,Males,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110799740,4.5.2.1.4,45.2,,,,1
2016,Nova Scotia,2016A000212,50 to 64 years,Males,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110799740,4.5.2.1.4,52.3,,,,1
2017,Nova Scotia,2016A000212,50 to 64 years,Males,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110799740,4.5.2.1.4,48,,,,1
2018,Nova Scotia,2016A000212,50 to 64 years,Males,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110799740,4.5.2.1.4,52,,,,1
2019,Nova Scotia,2016A000212,50 to 64 years,Males,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110799740,4.5.2.1.4,57.9,,,,1
2020,Nova Scotia,2016A000212,50 to 64 years,Males,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110799740,4.5.2.1.4,49.4,,,,1
2021,Nova Scotia,2016A000212,50 to 64 years,Males,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110799740,4.5.2.1.4,50.4,,,,1
2015,Nova Scotia,2016A000212,50 to 64 years,Females,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110799922,4.5.3.1.4,62.1,,,,1
2016,Nova Scotia,2016A000212,50 to 64 years,Females,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110799922,4.5.3.1.4,56.6,,,,1
2017,Nova Scotia,2016A000212,50 to 64 years,Females,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110799922,4.5.3.1.4,60.1,,,,1
2018,Nova Scotia,2016A000212,50 to 64 years,Females,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110799922,4.5.3.1.4,56,,,,1
2019,Nova Scotia,2016A000212,50 to 64 years,Females,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110799922,4.5.3.1.4,50.3,,,,1
2020,Nova Scotia,2016A000212,50 to 64 years,Females,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110799922,4.5.3.1.4,53.5,,,,1
2021,Nova Scotia,2016A000212,50 to 64 years,Females,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110799922,4.5.3.1.4,49.6,,,,1
2015,Nova Scotia,2016A000212,65 years and over,Both sexes,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110800104,4.6.1.1.4,46.9,,,,1
2016,Nova Scotia,2016A000212,65 years and over,Both sexes,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110800104,4.6.1.1.4,45.8,,,,1
2017,Nova Scotia,2016A000212,65 years and over,Both sexes,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110800104,4.6.1.1.4,46.8,,,,1
2018,Nova Scotia,2016A000212,65 years and over,Both sexes,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110800104,4.6.1.1.4,45.8,,,,1
2019,Nova Scotia,2016A000212,65 years and over,Both sexes,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110800104,4.6.1.1.4,46.1,,,,1
2020,Nova Scotia,2016A000212,65 years and over,Both sexes,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110800104,4.6.1.1.4,50.3,,,,1
2021,Nova Scotia,2016A000212,65 years and over,Both sexes,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110800104,4.6.1.1.4,44.1,,,,1
2015,Nova Scotia,2016A000212,65 years and over,Males,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110800286,4.6.2.1.4,45.4,,,,1
2016,Nova Scotia,2016A000212,65 years and over,Males,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110800286,4.6.2.1.4,40.5,,,,1
2017,Nova Scotia,2016A000212,65 years and over,Males,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110800286,4.6.2.1.4,43.2,,,,1
2018,Nova Scotia,2016A000212,65 years and over,Males,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110800286,4.6.2.1.4,48.7,,,,1
2019,Nova Scotia,2016A000212,65 years and over,Males,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110800286,4.6.2.1.4,41.8,,,,1
